门店名称,系统名称,大区,小区,省名称,地城市,渠道
青岛盛客隆海王路店,盛客隆青岛海王路店,北区,鲁东区,山东,青岛,经销商
天津大港世纪大道迎宾超市,大港迎宾天津步行街店,北区,华北区,天津,天津,天津大港迎宾
河北永辉超市有限公司容辰广场分公司,永辉张家口市容臣店,北区,华北区,河北,张家口,永辉
超市发郎秋园店,超市发北京花园北店,北区,华北区,北京,北京,GT-MT
超市发农大店,超市发北京圆明园西路店,北区,华北区,北京,北京,GT-MT
北京市顺义国泰商业大厦国泰谊宾商业城,国泰北京站前北街店,北区,华北区,北京,北京,GT-MT
西安华润万家丈八路店,华润万家西安丈八路店,西区,西北区,陕西,西安,华润
振华(融成店1),振华超市呼和浩特融城店,北区,华北区,内蒙古,呼和浩特,经销商
全福元昌邑店,全福元潍坊利民街店,北区,鲁东区,山东,潍坊,GT-MT
济南嘉华广场店,华联济南广场店,北区,鲁西区,山东,济南,GT-MT
许昌市-襄城县-一峰襄县城市广场,一峰城市广场许昌中心路店,北区,河南区,河南,许昌,GT-MT
物美洋桥店,物美北京洋桥店,北区,华北区,北京,北京,物美
山西永辉超市太原并州路店,永辉太原并州路店,西区,西北区,山西,太原,永辉
联华华商超市武康中兴路店,联华湖州中兴路店,东区,浙江区,浙江,湖州,浙江联华
联华华商超市淳安新安东路店,联华华商杭州淳安新安东路店,东区,浙江区,浙江,杭州,浙江联华
家家悦中心店,家家悦烟台威海中心店,北区,鲁东区,山东,威海,家家悦
永辉超市许昌万达广场店,永辉许昌万达广场店,北区,河南区,河南,许昌,永辉
永辉超市许昌万达广场店,永辉许昌万达广场店,北区,河南区,河南,许昌,永辉
大张道北店,大张洛阳春都路店,北区,河南区,河南,洛阳,洛阳大张
大张君河湾店,大张量贩洛阳君河湾店,北区,河南区,河南,洛阳,洛阳大张
崂山国货,国货青岛秦岭路店,北区,鲁东区,山东,青岛,GT-MT
济南银座淄博周村店,银座淄博太和路店,北区,鲁西区,山东,淄博,济南银座
济南银座花园店,银座济南转山西路店,北区,鲁西区,山东,济南,济南银座
香河华联香百超市大厂店,华联香百廊坊大厂店,北区,华北区,河北,廊坊,GT-MT
菏泽大润发商业有限公司,大润发菏泽曹县店,北区,鲁西区,山东,菏泽,大润发
菏泽大润发黄河路店,大润发菏泽牡丹路店,北区,鲁西区,山东,菏泽,大润发
每一天苏溪之星店,美一天金华苏溪之心店,东区,浙江区,浙江,金华,经销商
利群崂山金鼎购物广场,利群青岛金鼎广场店,北区,鲁东区,山东,青岛,青岛市利群
世纪联华锦艺店,上海世纪联华郑州棉纺路店,北区,河南区,河南,郑州,世纪联华
世纪联华橄榄城店,上海世纪联华郑州连云路店,北区,河南区,河南,郑州,世纪联华
沃尔玛郑州秦岭路店,沃尔玛郑州中原西路店,北区,河南区,河南,郑州,沃尔玛
河间信发,信发超市沧州城垣中路店,北区,华北区,河北,沧州,GT-MT
华冠SPAR适佰家管庄店,华冠超市北京管庄店,北区,华北区,北京,北京,GT-MT
欧亚商都大卖场(二店自营),欧亚长春开运街店,北区,东北区,吉林,长春,长春欧亚
永辉超市凤凰城店,永辉郑州凤凰店,北区,河南区,河南,郑州,永辉
利群蓬莱购物广场,利群烟台北关路店,北区,鲁东区,山东,青岛,利群
全福元东城店,全福元潍坊圣城东街店,北区,鲁东区,山东,潍坊,GT-MT
辽宁桔子实业有限公司,桔子实业盘锦兴隆台街店,北区,东北区,辽宁,盘锦,GT-MT
呼和浩特振华超市,振华超市呼和浩特锡林郭勒北路店,北区,华北区,内蒙古,呼和浩特,GT-MT
大润发宝应店,大润发扬州宝应金源广场店,东区,苏沪区,江苏,宝应县,大润发
宝应国际城购物广场,苏果扬州宝应中心国际城店,东区,苏沪区,江苏,宝应县,苏果
宝应安宜路购物广场(810501),苏果扬州安宜路店,东区,苏沪区,江苏,宝应县,苏果
苏杭时代（梅李店）,苏杭时代苏州通江路店,东区,苏沪区,江苏,常熟,GT-MT
大润发梅李镇店,大润发常熟梅李店,东区,苏沪区,江苏,常熟,大润发
苏州欧尚超市有限公司常熟珠江店,欧尚常熟珠江东路店,东区,苏沪区,江苏,常熟,大润发
苏州欧尚超市有限公司常熟黄河店,欧尚苏州常熟黄河路店,东区,苏沪区,江苏,常熟,大润发
永辉常熟万达店,永辉常熟万达店,东区,苏沪区,江苏,常熟,永辉
大润发常州戚墅堰店,大润发常州遥观店,东区,苏沪区,江苏,常州,大润发
常州关河大润发商业有限公司兰陵分公司,大润发常州新世界店,东区,苏沪区,江苏,常州,大润发
常州关河大润发商业有限公司天宁分公司,大润发常州丽华北路店,东区,苏沪区,江苏,常州,大润发
常州怀德大润发商业有限公司,大润发常州香江华庭店,东区,苏沪区,江苏,常州,大润发
常州欧尚超市有限公司永宁店,欧尚常州永宁店,东区,苏沪区,江苏,常州,大润发
常州欧尚超市有限公司五星店,欧尚常州五星店,东区,苏沪区,江苏,常州,大润发
常州欧尚超市有限公司兰凌店,欧尚常州兰陵店,东区,苏沪区,江苏,常州,大润发
30001-03a-金坛大统华购物中心有限公司-西门店2,大统华常州金坛西门店,东区,苏沪区,江苏,常州,大统华
30001-03-金坛大统华购物中心有限公司1087,大统华常州金坛店,东区,苏沪区,江苏,常州,大统华
锦江麦德龙现购自运有限公司常州武进商场,麦德龙常州武进店,东区,苏沪区,江苏,常州,麦德龙
锦江麦德龙常州天宁商场,麦德龙常州外环西路店,东区,苏沪区,江苏,常州,麦德龙
常州山姆会员商店,山姆会员常州通江中路店,东区,苏沪区,江苏,常州,山姆
华润万家(常州新桥店),乐购常州新桥店,东区,苏沪区,江苏,常州,苏果
特易购商业(江苏)有限公司常州巢湖分公司,华润万家常州巢湖店,东区,苏沪区,江苏,常州,苏果
常州市武进乐购生活购物有限公司,华润万家常州武进店,东区,苏沪区,江苏,常州,苏果
华润苏果金坛华城广场购物广场,华润苏果常州金坛店,东区,苏沪区,江苏,常州,苏果
沃尔玛常州万达店,沃尔玛常州通江中路店,东区,苏沪区,江苏,常州,沃尔玛
永辉常州天宁吾悦店,永辉常州天宁新城吾悦店,东区,苏沪区,江苏,常州,永辉
永辉常州金坛永辉店,永辉常州金坛新天地店,东区,苏沪区,江苏,常州,永辉
江苏永辉超市有限公司常州勤业路分公司,永辉常州龙湖天街店,东区,苏沪区,江苏,常州,永辉
永辉青枫公园宝龙店,永辉常州宝龙店,东区,苏沪区,江苏,常州,永辉
常州市武进万达广场店,永辉常州万达店,东区,苏沪区,江苏,常州,永辉
镇江欧尚超市有限公司丹阳金陵西路店,欧尚镇江丹阳金陵西路店,东区,苏沪区,江苏,丹阳,大润发
镇江欧尚超市有限公司南环店,欧尚丹阳南环路店,东区,苏沪区,江苏,丹阳,大润发
30001-0004-丹阳华地百货有限公司(大统华超市)0004,大统华丹阳新民路店,东区,苏沪区,江苏,丹阳,大统华
丰县人民路购物广场,苏果徐州人民路店,东区,苏沪区,江苏,丰县,苏果
江苏永辉超市有限公司海安东湖路分公司,永辉海安星湖店,东区,苏沪区,江苏,海安,永辉
大润发淮安洪泽店,大润发淮安洪泽店,东区,苏沪区,江苏,淮安,大润发
大润发淮安楚州店,大润发淮安翔宇店,东区,苏沪区,江苏,淮安,大润发
大润发淮阴店,大润发淮安淮阴店,东区,苏沪区,江苏,淮安,大润发
楚州东门大街购物广场(808201),苏果淮安楚州店,东区,苏沪区,江苏,淮安,苏果
洪泽东风路购物广场,苏果淮安东风路店,东区,苏沪区,江苏,淮安,苏果
大润发五星店,大润发江阴五星店,东区,苏沪区,江苏,江阴,大润发
昆山润华商业有限公司江阴分公司,大润发无锡江阴店,东区,苏沪区,江苏,江阴,大润发
锦江麦德龙现购自运江阴商场,麦德龙江阴绮山路店,东区,苏沪区,江苏,江阴,麦德龙
大润发泰州靖江店,大润发泰州靖江店,东区,苏沪区,江苏,靖江,大润发
大润发句容店,大润发镇江句容店,东区,苏沪区,江苏,句容,大润发
句容都市晴园平价店,苏果镇江句容都市晴园店,东区,苏沪区,江苏,句容,苏果
大润发昆山前进店,大润发昆山前进东路店,东区,苏沪区,江苏,昆山,大润发
大润发昆山前进店,大润发昆山前进东路店,东区,苏沪区,江苏,昆山,大润发
苏州欧尚超市有限公司昆山店,欧尚苏州昆山白马泾路店,东区,苏沪区,江苏,昆山,大润发
苏州欧尚超市有限公司昆山店,欧尚苏州昆山白马泾路店,东区,苏沪区,江苏,昆山,大润发
苏南华润前进店,华润万家苏州前进东路店,东区,苏沪区,江苏,昆山,华润
永辉昆山万达广场店,永辉苏州昆山万达店,东区,苏沪区,江苏,昆山,永辉
30001-05-溧阳大统华购物中心有限公司1058,大统华常州溧阳店,东区,苏沪区,江苏,溧阳,大统华
大润发连云港中山店,大润发连云港中山西路店,东区,苏沪区,江苏,连云港,大润发
保真华龙仓店,保真华龙仓超市连云港海州万达店,东区,苏沪区,江苏,连云港,GT-MT
赣榆黄海路购物广场,苏果连云港黄海路店,东区,苏沪区,江苏,连云港,苏果
连云港通灌路购物广场,苏果连云港通灌路店,东区,苏沪区,江苏,连云港,苏果
华润苏果赣榆金海东路（新城吾悦）购物广场,苏果连云港金海东路店,东区,苏沪区,江苏,连云港,苏果
南京轩润超市有限公司,大润发南京浦口店,东区,苏沪区,江苏,南京,大润发
大润发南京溧水店,大润发吴江溧水店,东区,苏沪区,江苏,南京,大润发
南京中央金城仓储超市有限责任公司,大润发南京龙蟠中路店,东区,苏沪区,江苏,南京,大润发
南京中商金润发龙江超市有限公司,大润发南京龙江店,东区,苏沪区,江苏,南京,大润发
南京中商金润发鼓楼购物中心有限公司,金润发南京鼓楼店,东区,苏沪区,江苏,南京,大润发
南京欧尚超市有限公司应天店,欧尚南京应天西路店,东区,苏沪区,江苏,南京,大润发
南京欧尚超市有限公司江宁店,欧尚南京江宁店,东区,苏沪区,江苏,南京,大润发
南京欧尚超市有限公司江宁店,欧尚南京江宁店,东区,苏沪区,江苏,南京,大润发
南京欧尚超市有限公司,欧尚南京河西店,东区,苏沪区,江苏,南京,大润发
南京悦家超市有限公司,家乐福南京大桥南路店,东区,苏沪区,江苏,南京,家乐福
悦购超市1店,悦购超市南京天润城店,东区,苏沪区,江苏,南京,经销商
江宁百顺发超市,百顺发南京润发店,东区,苏沪区,江苏,南京,经销商
麦德龙现购自运公司南京商场,麦德龙南京卡子门大街店,东区,苏沪区,江苏,南京,麦德龙
新湖大道花生唐购物广场,苏果南京花生唐购物广场店,东区,苏沪区,江苏,南京,苏果
苏果南京苏瑞购物广场,苏果南京奥体庐山路购物中心店,东区,苏沪区,江苏,南京,苏果
苏果殷巷购物广场,苏果南京殷巷店,东区,苏沪区,江苏,南京,苏果
东宝路华润苏果购物广场,苏果南京东宝路店,东区,苏沪区,江苏,南京,苏果
苏果南京浦珠路,苏果南京浦珠北路店,东区,苏沪区,江苏,南京,苏果
同曦万尚商城社区店,苏果南京同曦万尚城店,东区,苏沪区,江苏,南京,苏果
天元路购物广场,苏果南京天元路店,东区,苏沪区,江苏,南京,苏果
华润南京应天西路购物广场,苏果南京应天生活广场店,东区,苏沪区,江苏,南京,苏果
华润南京苏果中山北路,华润苏果南京中山北路店,东区,苏沪区,江苏,南京,苏果
华润南京苏果文靖路,苏果南京文靖路社区301店,东区,苏沪区,江苏,南京,苏果
溧水万辰国际购物广场(801501),苏果南京溧水万辰店,东区,苏沪区,江苏,南京,苏果
华润南京苏果文昌巷,苏果南京文昌巷店,东区,苏沪区,江苏,南京,苏果
华润南京苏果清凉门,苏果南京清凉门店,东区,苏沪区,江苏,南京,苏果
铁匠营社区店,苏果南京铁匠营店,东区,苏沪区,江苏,南京,苏果
梅山华润苏果购物广场,苏果南京梅山街道店,东区,苏沪区,江苏,南京,苏果
莱茵达社区,苏果南京莱茵达路店,东区,苏沪区,江苏,南京,苏果
华润南京苏果金浦,苏果南京金浦广场店,东区,苏沪区,江苏,南京,苏果
百水桥社区店,苏果南京百水芊城店,东区,苏沪区,江苏,南京,苏果
华润南京苏果将军大道,苏果南京将军大道店,东区,苏沪区,江苏,南京,苏果
华润南京苏果光华路购物广场,苏果南京光华路店,东区,苏沪区,江苏,南京,苏果
华润苏果花园路购物广场,苏果南京花园路店,东区,苏沪区,江苏,南京,苏果
华润南京苏果大厂钻石,苏果南京六合钻石星城店,东区,苏沪区,江苏,南京,苏果
华润南京苏果春江新城,苏果南京春江新城店,东区,苏沪区,江苏,南京,苏果
华润南京江东南路店,苏果南京江东南路店,东区,苏沪区,江苏,南京,苏果
溧水珍珠南路社区店,苏果南京珍珠南路店,东区,苏沪区,江苏,南京,苏果
溧水珍珠南路社区店,苏果南京珍珠南路店,东区,苏沪区,江苏,南京,苏果
高淳天河路购物广场,苏果南京高淳天河路店,东区,苏沪区,江苏,南京,苏果
高淳北漪路购物广场,苏果南京北漪路店,东区,苏沪区,江苏,南京,苏果
华润苏果迈皋桥平价店,苏果南京迈皋桥平价店,东区,苏沪区,江苏,南京,苏果
华润苏果万寿村社区,华润苏果南京万寿村店,东区,苏沪区,江苏,南京,苏果
汪家村购物广场,苏果南京汪家村购物广场店,东区,苏沪区,江苏,南京,苏果
句容建设路义台街购物广场,苏果镇江句容建设路店,东区,苏沪区,江苏,南京,苏果
苏果大厂美利广场购物广场,苏果南京美利广场店,东区,苏沪区,江苏,南京,苏果
沃尔玛赛虹桥店,沃尔玛南京赛虹桥店,东区,苏沪区,江苏,南京,沃尔玛
沃尔玛桥北店,沃尔玛南京桥北店,东区,苏沪区,江苏,南京,沃尔玛
沃尔玛迈皋桥,沃尔玛南京广鼎店,东区,苏沪区,江苏,南京,沃尔玛
沃尔沃新街口店,沃尔玛南京新街口分店,东区,苏沪区,江苏,南京,沃尔玛
永辉南京仙林万达店,永辉南京仙林万达店,东区,苏沪区,江苏,南京,永辉
江苏南京市--南京新城吾悦广场店,永辉南京吾悦广场店,东区,苏沪区,江苏,南京,永辉
永辉高淳店,永辉南京悦达广场店,东区,苏沪区,江苏,南京,永辉
南京市江宁万达店,永辉南京竹山路店,东区,苏沪区,江苏,南京,永辉
江苏永辉超市有限公司南京滨江新城分公司,永辉南京明发外滩店,东区,苏沪区,江苏,南京,永辉
南通润茂商业有限公司,大润发南通观音山店,东区,苏沪区,江苏,南通,大润发
大润发南通任港陆店,大润发南通任港路店,东区,苏沪区,江苏,南通,大润发
南通通润发有限公司,大润发南通人民中路店,东区,苏沪区,江苏,南通,大润发
南通欧尚超市有限公司工农店,欧尚南通工农店,东区,苏沪区,江苏,南通,大润发
南通山姆会员店,山姆南通深南路店,东区,苏沪区,江苏,南通,山姆
海安县贵都购物广场,苏果南通中坝南路店,东区,苏沪区,江苏,南通,苏果
海门市龙信广场店,永辉南通海门龙信广场店,东区,苏沪区,江苏,南通,永辉
沛县汉城路城投国际购物广场,苏果徐州沛县鼓楼店,东区,苏沪区,江苏,沛县,苏果
大润发邳州店,大润发徐州邳州店,东区,苏沪区,江苏,邳州,大润发
大润发邳州店,大润发徐州邳州店,东区,苏沪区,江苏,邳州,大润发
启东润泰商业有限公司,大润发南通启东店,东区,苏沪区,江苏,启东,大润发
南通欧尚超市有限公司如东店,欧尚南通如东店,东区,苏沪区,江苏,如东县,大润发
大润发射阳店,大润发盐城射阳店,东区,苏沪区,江苏,射阳县,大润发
射阳龙翔阳光新城购物广场,华润万家盐城射阳龙翔阳光新城购物广场店,东区,苏沪区,江苏,射阳县,苏果
苏州欧尚超市有限公司沐阳店台州南店,欧尚宿迁沭阳店,东区,苏沪区,江苏,沭阳县,大润发
永辉沭阳中央商场店,永辉宿迁沭阳中央广场店,东区,苏沪区,江苏,沭阳县,永辉
大润发泗洪店,大润发泗洪青阳路店,东区,苏沪区,江苏,泗洪县,大润发
苏杭时代（甪直店）,苏杭时代苏州鸣市路店,东区,苏沪区,江苏,苏州,GT-MT
大润发苏州何山二店,大润发苏州长江路店,东区,苏沪区,江苏,苏州,大润发
苏州新欧尚超市发展有限公司相城店,欧尚苏州相城店,东区,苏沪区,江苏,苏州,大润发
苏州欧尚超市有限公司盛泽店,欧尚苏州盛泽店,东区,苏沪区,江苏,苏州,大润发
华润车坊店,华润万家苏州车坊店,东区,苏沪区,江苏,苏州,华润
华润吴中店,华润苏州吴中店,东区,苏沪区,江苏,苏州,华润
华润东山店,华润万家苏州紫金路店,东区,苏沪区,江苏,苏州,华润
木渎天平店,华润万家苏州木渎天平店,东区,苏沪区,江苏,苏州,华润
华润园区店,华润万家苏州津梁路店,东区,苏沪区,江苏,苏州,华润
华润金枫店,华润万家苏州金枫路店,东区,苏沪区,江苏,苏州,华润
华润越溪店,华润万家苏州吴中越溪店,东区,苏沪区,江苏,苏州,华润
MART新湖店,华润万家苏州新湖广场店,东区,苏沪区,江苏,苏州,华润
苏州悦家超市有限公司人民北路店,家乐福苏州人民路店,东区,苏沪区,江苏,苏州,家乐福
苏州悦家超市有限公司家乐福东环店,家乐福苏州东环店,东区,苏沪区,江苏,苏州,家乐福
苏州悦家超市有限公司家乐福体育中心店,悦家苏州体育中心店,东区,苏沪区,江苏,苏州,家乐福
苏杭时代跨塘锦丰广场店,苏杭时代苏州锦丰店,东区,苏沪区,江苏,苏州,经销商
锦江麦德龙现购苏州高新区商场,麦德龙苏州长江路店,东区,苏沪区,江苏,苏州,麦德龙
苏州山姆会员商店,山姆苏州西华林店,东区,苏沪区,江苏,苏州,山姆
沃尔玛苏州南门店,沃尔玛苏州东吴北路店,东区,苏沪区,江苏,苏州,沃尔玛
江苏苏州市--永辉生活高铁吾悦广场店,永辉苏州高铁新城吾悦广场店,东区,苏沪区,江苏,苏州,永辉
江苏苏州市--永辉生活青剑湖店,永辉苏州青剑湖店,东区,苏沪区,江苏,苏州,永辉
永辉苏州市吴江新城店,永辉苏州吴江新城店,东区,苏沪区,江苏,苏州,永辉
永辉吴中万达店,永辉苏州吴中石湖西路店,东区,苏沪区,江苏,苏州,永辉
江苏永辉超市有限公司苏州桐泾路分公司,永辉苏州枫桥路店,东区,苏沪区,江苏,苏州,永辉
永辉江苏宿迁市--宿迁万达广场店,永辉宿迁万达广场店9850,东区,苏沪区,江苏,宿迁,永辉
徐州睢宁八一路购物广场(803901),苏果徐州睢宁店,东区,苏沪区,江苏,睢宁县,苏果
太仓沃尔玛购物广场,沃尔玛太仓上海西路店,东区,苏沪区,江苏,太仓,沃尔玛
大润发姜堰店,大润发泰州姜堰店,东区,苏沪区,江苏,泰州,大润发
大润发泰州海陵店,大润发泰州梅兰东路店,东区,苏沪区,江苏,泰州,大润发
高港大润发,大润发泰州金港中路店,东区,苏沪区,江苏,泰州,大润发
泰州万达广场店,永辉泰州万达广场店,东区,苏沪区,江苏,泰州,永辉
大润发无锡凤宾店,大润发无锡凤宾路店,东区,苏沪区,江苏,无锡,大润发
大润发无锡广瑞路店,大润发无锡广瑞店,东区,苏沪区,江苏,无锡,大润发
无锡大润发盛岸路店,大润发无锡盛岸西路店,东区,苏沪区,江苏,无锡,大润发
无锡大润发盛岸路店,大润发无锡盛岸西路店,东区,苏沪区,江苏,无锡,大润发
无锡润途商业有限公司,大润发无锡锡山店,东区,苏沪区,江苏,无锡,大润发
无锡欧尚超市有限公司锡山店,欧尚无锡锡山店,东区,苏沪区,江苏,无锡,大润发
无锡欧尚超市有限公司锡山店,欧尚无锡锡山店,东区,苏沪区,江苏,无锡,大润发
无锡欧尚超市有限公司蠡湖店,欧尚无锡蠡湖店,东区,苏沪区,江苏,无锡,大润发
华润太湖店,华润万家无锡太湖店,东区,苏沪区,江苏,无锡,华润
华润滨湖店,华润万家无锡滨湖店,东区,苏沪区,江苏,无锡,华润
华润苏州无锡马山店,华润万家无锡梅梁路店,东区,苏沪区,江苏,无锡,华润
无锡悦家商业有限公司阳光店,家乐福无锡阳光店,东区,苏沪区,江苏,无锡,家乐福
无锡悦家商业有限公司宝龙店,家乐福无锡宝龙店,东区,苏沪区,江苏,无锡,家乐福
无锡悦家商业有限公司哥伦布店,家乐福无锡哥伦布店,东区,苏沪区,江苏,无锡,家乐福
无锡悦家商业有限公司奥林花园店,家乐福无锡奥林花园店,东区,苏沪区,江苏,无锡,家乐福
无锡悦家商业有限公司凤加店,家乐福无锡凤翔店,东区,苏沪区,江苏,无锡,家乐福
无锡悦家商业有限公司,家乐福无锡永乐店,东区,苏沪区,江苏,无锡,家乐福
锦江麦德龙现购自运有限公司无锡惠山商场,麦德龙无锡惠山店,东区,苏沪区,江苏,无锡,麦德龙
麦德龙现购自运公司无锡商场,麦德龙无锡团结店,东区,苏沪区,江苏,无锡,麦德龙
华润万家(无锡新光店),华润万家苏果无锡新光店,东区,苏沪区,江苏,无锡,苏果
特易购商业(江苏)有限公司无锡政和分公司,华润万家苏果无锡澄南店,东区,苏沪区,江苏,无锡,苏果
华润万家(无锡华夏店),苏果无锡华夏店,东区,苏沪区,江苏,无锡,苏果
沃尔玛无锡金城店,沃尔玛无锡金城店,东区,苏沪区,江苏,无锡,沃尔玛
永辉无锡融创茂店,永辉无锡融创茂店,东区,苏沪区,江苏,无锡,永辉
永辉无锡长江北路店,永辉无锡长江路店,东区,苏沪区,江苏,无锡,永辉
江苏永辉超市有限公司无锡清扬路分公司,永辉无锡清扬路店,东区,苏沪区,江苏,无锡,永辉
江苏永辉超市有限公司无锡政和大道分公司,永辉无锡惠山万达店,东区,苏沪区,江苏,无锡,永辉
徐州润瑞商业有限公司,大润发徐州铜山店,东区,苏沪区,江苏,徐州,大润发
徐州润瑞商业有限公司,大润发徐州铜山店,东区,苏沪区,江苏,徐州,大润发
徐州悦家商业有限公司徐州复兴路店,家乐福徐州复兴店,东区,苏沪区,江苏,徐州,家乐福
徐州悦家商业有限公司,家乐福徐州金地店,东区,苏沪区,江苏,徐州,家乐福
锦江麦德龙现购自运有限公司徐州开发区商场,麦德龙徐州开发区商场店,东区,苏沪区,江苏,徐州,麦德龙
徐州坝子街购物广场,苏果徐州坝子街店,东区,苏沪区,江苏,徐州,苏果
永辉江苏徐州市--徐州云龙万达广场店,永辉徐州云龙万达广场店,东区,苏沪区,江苏,徐州,永辉
大润发盐都店,大润发盐城盐都店,东区,苏沪区,江苏,盐城,大润发
盐城大润发先锋店,大润发盐城先锋岛店,东区,苏沪区,江苏,盐城,大润发
永辉超市万达店,永辉盐城西环路万达店,东区,苏沪区,江苏,盐城,永辉
盐城市新纪元广场店,新纪元盐城新纪元广场店,东区,苏沪区,江苏,盐城,永辉
盐城市新纪元广场店,新纪元盐城新纪元广场店,东区,苏沪区,江苏,盐城,永辉
永辉江盐城中南城店,永辉盐城中南城店,东区,苏沪区,江苏,盐城,永辉
江苏永辉超市有限公司盐城华府景城分公司,永辉盐城华府景城店,东区,苏沪区,江苏,盐城,永辉
江苏永辉超市有限公司盐城人民路分公司,永辉盐城人民中路宝龙店,东区,苏沪区,江苏,盐城,永辉
扬中扬子城市购物广场,扬子城市购物广场镇江扬中店,东区,苏沪区,江苏,扬中,苏果
扬中华鑫购物广场,苏果镇江华鑫广场店,东区,苏沪区,江苏,扬中,苏果
大润发蒋王店,大润发扬州蒋王店,东区,苏沪区,江苏,扬州,大润发
大润发蒋王店,大润发扬州蒋王店,东区,苏沪区,江苏,扬州,大润发
大润发江都店,大润发扬州江都广州路店,东区,苏沪区,江苏,扬州,大润发
大润发广陵店,大润发扬州文昌中路店,东区,苏沪区,江苏,扬州,大润发
扬州欧尚超市有限公司江阳店,欧尚扬州江阳店,东区,苏沪区,江苏,扬州,大润发
苏果江都引江路店,苏果江都引江路店,东区,苏沪区,江苏,扬州,苏果
扬州跃进平价店,苏果扬州跃进店,东区,苏沪区,江苏,扬州,苏果
沃尔玛四望亭店,沃尔玛扬州四望亭路店,东区,苏沪区,江苏,扬州,沃尔玛
永辉新城吾悦店,永辉扬州竹西路店,东区,苏沪区,江苏,扬州,永辉
永辉万达店,永辉扬州邗江中路万达店,东区,苏沪区,江苏,扬州,永辉
仪征工农南路购物广场,苏果扬州工农南路店,东区,苏沪区,江苏,仪征,苏果
苏果仪征万年大道,苏果仪征万年大道店,东区,苏沪区,江苏,仪征,苏果
大润发氿滨分公司,大润发宜兴氿滨南路店,东区,苏沪区,江苏,宜兴,大润发
昆山润华商业有限公司宜兴分公司,大润发宜兴城北店,东区,苏沪区,江苏,宜兴,大润发
30001-39-江苏大统华购物中心有限公司宜兴城东店0022,大统华无锡城东店,东区,苏沪区,江苏,宜兴,大统华
宜兴城北大统华,大统华无锡宜兴城北店,东区,苏沪区,江苏,宜兴,大统华
30001-10-江苏大统华购物中心有限公司-丁山分公司,大统华无锡丁山店,东区,苏沪区,江苏,宜兴,大统华
30001-0001-江苏大统华购物中心有限公司0001,大统华宜兴人民路店,东区,苏沪区,江苏,宜兴,大统华
张家港金港大润发商业有限公司,大润发苏州金港店,东区,苏沪区,江苏,张家港,大润发
张家港大润发商业有限公司,大润发张家港塘桥店,东区,苏沪区,江苏,张家港,大润发
苏州欧尚超市有限公司张家港东二环店,欧尚苏州张家港店,东区,苏沪区,江苏,张家港,大润发
永辉江苏苏州市--张家港人民东路店,永辉苏州张家港人民东路店,东区,苏沪区,江苏,张家港,永辉
大润发镇江大港店,大润发镇江大港店,东区,苏沪区,江苏,镇江,大润发
镇江大润发京口店,大润发镇江京口店,东区,苏沪区,江苏,镇江,大润发
昆山润华商业有限公司镇江分公司,大润发镇江中山桥店,东区,苏沪区,江苏,镇江,大润发
镇江欧尚超市有限公司学府店,欧尚镇江学府路店,东区,苏沪区,江苏,镇江,大润发
镇江吾悦广场苏宁永辉店,永辉镇江吾悦广场店,东区,苏沪区,江苏,镇江,永辉
江苏永辉超市有限公司金谷路分公司,永辉镇江宝龙广场店,东区,苏沪区,江苏,镇江,永辉
上海世纪联华超市南桥有限公司,世纪联华上海南桥店,东区,苏沪区,上海,上海,世纪联华
上海世纪联华超市奉贤有限公司,世纪联华上海奉贤店,东区,苏沪区,上海,上海,世纪联华
上海世纪联华超市浦东御桥店有限公司,世纪联华上海御桥店,东区,苏沪区,上海,上海,世纪联华
上海世纪联华超市淞南有限公司,联华上海淞南店,东区,苏沪区,上海,上海,世纪联华
上海世纪联华超市青浦有限公司,世纪联华上海青浦店,东区,苏沪区,上海,上海,世纪联华
上海世纪联华超市虹口有限公司,世纪联华上海东宝店,东区,苏沪区,上海,上海,世纪联华
上海世纪联华超市嘉定有限公司,世纪联华上海嘉定店,东区,苏沪区,上海,上海,世纪联华
上海世纪联华超市嘉定有限公司,世纪联华上海嘉定店,东区,苏沪区,上海,上海,世纪联华
大润发上海南翔店,大润发上海南翔店,东区,苏沪区,上海,上海,大润发
大润发罗店店,大润发上海宝山罗店,东区,苏沪区,上海,上海,大润发
上海泥城大润发商贸有限公司,大润发上海临港店,东区,苏沪区,上海,上海,大润发
上海嘉定安亭大润发商贸有限公司,大润发上海安亭店,东区,苏沪区,上海,上海,大润发
大润发泗泾,大润发上海泗泾店,东区,苏沪区,上海,上海,大润发
大润发平型关店,大润发上海平型关店,东区,苏沪区,上海,上海,大润发
大润发三林店,大润发上海三林店,东区,苏沪区,上海,上海,大润发
大润发华槽店,大润发上海华漕店,东区,苏沪区,上海,上海,大润发
上海闸北大润发商贸有限公司,大润发上海共和新路店,东区,苏沪区,上海,上海,大润发
上海闵行大润发商贸有限公司,大润发上海春申店,东区,苏沪区,上海,上海,大润发
上海康桥大润发商贸有限公司,大润发上海康桥店,东区,苏沪区,上海,上海,大润发
上海大宁大润发商贸有限公司,大润发上海大宁店,东区,苏沪区,上海,上海,大润发
上海新欧尚超市有限公司金科店,欧尚上海张江金科路店,东区,苏沪区,上海,上海,大润发
宁波欧尚超市有限公司上海嘉定澄浏店,欧尚上海澄浏店,东区,苏沪区,上海,上海,大润发
上海新欧尚超市有限公司金山店,欧尚上海金山店,东区,苏沪区,上海,上海,大润发
